CMDLINE /usr/bin/python3 beton.py
MEM 154.808594 1670774469.0787
MEM 154.808594 1670774469.1792
MEM 154.808594 1670774469.2797
MEM 154.808594 1670774469.3806
MEM 154.808594 1670774469.4812
MEM 154.808594 1670774469.5817
MEM 154.808594 1670774469.6824
MEM 154.808594 1670774469.7836
MEM 154.808594 1670774469.8842
MEM 154.808594 1670774469.9848
MEM 154.808594 1670774470.0854
MEM 154.808594 1670774470.1859
MEM 154.808594 1670774470.2865
MEM 154.808594 1670774470.3869
MEM 154.808594 1670774470.4875
MEM 154.808594 1670774470.5882
MEM 154.808594 1670774470.6888
MEM 154.808594 1670774470.7897
MEM 154.808594 1670774470.8905
MEM 154.808594 1670774470.9912
MEM 154.808594 1670774471.0917
MEM 154.808594 1670774471.1923
MEM 154.808594 1670774471.2928
MEM 154.808594 1670774471.3934
MEM 154.808594 1670774471.4941
MEM 154.808594 1670774471.5946
MEM 154.808594 1670774471.6954
MEM 154.808594 1670774471.7960
MEM 154.808594 1670774471.8967
MEM 154.808594 1670774471.9973
MEM 154.808594 1670774472.0978
MEM 154.808594 1670774472.1987
MEM 154.808594 1670774472.2993
MEM 154.808594 1670774472.3998
MEM 154.808594 1670774472.5004
MEM 154.808594 1670774472.6012
MEM 154.808594 1670774472.7021
MEM 154.808594 1670774472.8029
MEM 154.808594 1670774472.9035
MEM 154.808594 1670774473.0040
MEM 154.808594 1670774473.1045
MEM 154.808594 1670774473.2051
MEM 154.808594 1670774473.3057
MEM 154.808594 1670774473.4064
MEM 154.808594 1670774473.5068
MEM 154.808594 1670774473.6073
MEM 154.808594 1670774473.7078
MEM 154.808594 1670774473.8086
MEM 154.808594 1670774473.9091
MEM 154.808594 1670774474.0096
MEM 154.808594 1670774474.1101
MEM 154.808594 1670774474.2106
MEM 154.808594 1670774474.3110
MEM 154.808594 1670774474.4115
MEM 154.808594 1670774474.5119
MEM 154.808594 1670774474.6124
MEM 154.808594 1670774474.7129
MEM 154.808594 1670774474.8134
MEM 154.808594 1670774474.9138
MEM 154.808594 1670774475.0142
MEM 154.808594 1670774475.1147
MEM 154.808594 1670774475.2151
MEM 154.808594 1670774475.3155
MEM 158.042969 1670774475.4168
MEM 177.378906 1670774475.5173
MEM 182.277344 1670774475.6182
MEM 191.921875 1670774475.7187
MEM 199.398438 1670774475.8194
MEM 203.750000 1670774475.9199
MEM 211.640625 1670774476.0204
MEM 221.085938 1670774476.1209
MEM 227.015625 1670774476.2214
MEM 231.851562 1670774476.3219
MEM 238.812500 1670774476.4223
MEM 241.875000 1670774476.5228
MEM 247.546875 1670774476.6233
MEM 248.968750 1670774476.7238
MEM 268.812500 1670774476.8242
MEM 271.085938 1670774476.9246
MEM 284.492188 1670774477.0250
MEM 289.132812 1670774477.1255
MEM 304.085938 1670774477.2259
MEM 310.531250 1670774477.3264
MEM 325.484375 1670774477.4268
MEM 335.281250 1670774477.5292
MEM 346.625000 1670774477.6297
MEM 357.968750 1670774477.7301
MEM 375.851562 1670774477.8308
MEM 423.875000 1670774477.9312
MEM 412.402344 1670774478.0318
MEM 424.320312 1670774478.1322
MEM 433.730469 1670774478.2326
MEM 433.988281 1670774478.3331
MEM 433.988281 1670774478.4336
MEM 433.988281 1670774478.5341
MEM 433.988281 1670774478.6346
MEM 433.988281 1670774478.7351
MEM 442.843750 1670774478.8355
MEM 487.851562 1670774478.9360
MEM 490.734375 1670774479.0365
MEM 516.343750 1670774479.1369
MEM 514.812500 1670774479.2398
MEM 514.812500 1670774479.3403
MEM 514.812500 1670774479.4407
MEM 514.812500 1670774479.5411
MEM 522.800781 1670774479.6416
MEM 522.800781 1670774479.7420
MEM 522.800781 1670774479.8428
MEM 522.800781 1670774479.9433
MEM 522.800781 1670774480.0438
MEM 522.800781 1670774480.1444
MEM 548.648438 1670774480.2448
MEM 550.703125 1670774480.3452
MEM 567.203125 1670774480.4494
MEM 587.445312 1670774480.5498
MEM 606.457031 1670774480.6514
MEM 658.835938 1670774480.7527
MEM 601.367188 1670774480.8531
MEM 601.367188 1670774480.9535
MEM 601.367188 1670774481.0539
MEM 601.367188 1670774481.1543
MEM 601.367188 1670774481.2547
MEM 601.367188 1670774481.3551
MEM 601.367188 1670774481.4556
MEM 601.367188 1670774481.5560
MEM 601.367188 1670774481.6565
MEM 601.367188 1670774481.7569
MEM 601.367188 1670774481.8573
MEM 601.367188 1670774481.9577
MEM 603.394531 1670774482.0582
MEM 603.394531 1670774482.1588
MEM 632.847656 1670774482.2595
MEM 658.281250 1670774482.3599
MEM 698.625000 1670774482.4604
MEM 734.582031 1670774482.5609
MEM 763.882812 1670774482.6631
MEM 0.000000 1670774482.8970
